1.00	287.00	142.00	35.00	42.00	
2.00	288.78	141.70	35.05	42.06	
3.00	290.43	141.42	35.06	42.08	
4.00	292.47	140.85	35.07	42.08	
5.00	294.27	140.35	35.00	43.00	
6.00	295.14	139.17	35.04	43.05	
7.00	295.58	138.35	35.02	43.02	
8.00	296.01	138.40	35.02	43.02	
9.00	296.48	138.68	35.02	43.03	
10.00	296.76	139.50	35.00	44.00	
11.00	297.47	139.80	34.99	43.98	
12.00	298.18	140.09	34.96	43.94	
13.00	297.94	140.69	34.92	43.89	
14.00	296.68	140.78	34.88	43.85	
15.00	295.42	139.62	35.00	43.00	
16.00	295.29	139.92	34.92	42.91	
17.00	296.19	141.17	34.94	42.93	
18.00	296.58	141.65	34.96	42.95	
19.00	295.78	141.75	34.95	42.93	
20.00	295.25	142.72	35.00	43.00	
21.00	295.17	144.11	34.95	42.94	
22.00	295.19	145.10	34.95	42.94	
23.00	294.57	146.03	34.93	42.91	
24.00	293.46	146.84	34.93	42.91	
25.00	292.29	147.08	35.00	43.00	
26.00	290.75	147.44	34.96	42.96	
27.00	290.37	147.74	34.98	42.98	
28.00	290.56	147.68	34.99	42.98	
29.00	290.39	148.33	34.99	42.99	
30.00	289.70	148.93	35.00	43.00	
31.00	289.17	148.79	35.00	43.00	
32.00	289.15	149.24	35.00	43.00	
33.00	289.81	149.33	34.99	42.99	
34.00	290.39	149.14	34.98	42.98	
35.00	290.63	148.38	35.00	43.00	
36.00	291.22	147.03	34.98	42.98	
37.00	291.82	146.41	34.98	42.98	
38.00	292.40	146.21	34.98	42.97	
39.00	292.82	146.38	34.99	42.99	
40.00	292.97	146.39	35.00	43.00	
41.00	293.15	146.21	35.01	43.01	
42.00	293.46	146.07	35.02	43.03	
43.00	293.50	145.80	35.04	43.05	
44.00	293.18	145.95	35.07	43.08	
45.00	293.31	145.87	35.00	43.00	
46.00	293.12	145.32	35.07	43.08	
47.00	292.61	145.76	35.06	43.07	
48.00	291.51	146.75	35.05	43.06	
49.00	290.00	147.34	35.07	43.09	
50.00	289.23	147.91	35.00	43.00	
51.00	288.62	148.83	35.07	43.08	
52.00	288.62	148.95	35.05	43.06	
53.00	288.44	148.97	35.04	43.04	
54.00	288.15	149.23	35.04	43.05	
55.00	287.84	149.81	35.00	43.00	
56.00	287.97	150.62	35.03	43.03	
57.00	287.94	151.53	35.03	43.04	
58.00	287.54	152.26	35.02	43.03	
59.00	287.39	153.21	35.03	43.04	
60.00	287.77	153.78	35.00	43.00	
61.00	288.26	154.03	35.04	43.05	
62.00	288.59	154.12	35.05	43.06	
63.00	288.55	153.69	35.09	43.12	
64.00	288.51	153.39	35.14	43.17	
65.00	289.14	152.88	35.00	43.00	
66.00	290.23	152.58	35.14	43.18	
67.00	291.03	152.64	35.19	43.24	
68.00	291.53	153.15	35.24	43.30	
69.00	292.09	153.37	35.31	43.38	
70.00	293.10	153.76	36.00	43.00	
71.00	294.28	154.59	36.36	43.43	
72.00	295.76	155.41	36.37	43.44	
73.00	297.89	156.45	36.41	43.49	
74.00	300.76	157.89	36.43	43.51	
75.00	304.27	159.95	37.00	43.00	
76.00	307.32	162.53	37.27	43.31	
77.00	310.29	166.59	37.30	43.34	
78.00	312.39	171.90	37.39	43.45	
79.00	313.42	177.55	37.56	43.65	
80.00	315.59	184.87	37.00	43.00	
81.00	316.70	190.42	37.34	43.40	
82.00	316.43	195.23	37.26	43.30	
83.00	314.41	198.87	37.28	43.32	
84.00	311.70	202.11	37.37	43.43	
85.00	308.15	203.92	38.00	43.00	
86.00	303.63	204.34	38.05	43.05	
87.00	298.28	202.84	37.83	42.81	
88.00	293.59	198.96	37.65	42.60	
89.00	289.42	192.24	37.45	42.38	
90.00	285.28	182.19	37.00	42.00	
91.00	281.53	171.29	36.68	41.63	
92.00	279.30	159.96	36.78	41.75	
93.00	278.87	150.26	36.88	41.86	
94.00	280.06	143.12	36.76	41.73	
95.00	281.72	137.38	36.00	42.00	
96.00	283.48	132.11	36.03	42.04	
97.00	284.89	129.02	36.17	42.20	
98.00	286.47	128.21	36.32	42.37	
99.00	288.82	130.07	36.44	42.51	
100.00	289.54	135.07	36.00	43.00	
101.00	291.93	141.05	36.47	43.56	
102.00	293.64	149.18	36.67	43.80	
103.00	295.71	159.31	36.93	44.11	
104.00	297.95	170.76	37.40	44.68	
105.00	298.56	183.13	39.00	48.00	
106.00	299.19	191.38	40.32	49.62	
107.00	298.36	196.63	40.20	49.48	
108.00	295.66	197.83	40.06	49.31	
109.00	291.03	194.83	39.88	49.09	
110.00	284.28	187.33	40.00	49.00	
111.00	277.00	179.48	39.62	48.54	
112.00	269.50	171.00	39.22	48.05	
113.00	261.94	163.79	39.19	48.00	
114.00	254.72	160.15	39.17	47.99	
115.00	248.10	159.19	39.00	48.00	
116.00	242.80	158.98	38.79	47.74	
117.00	239.14	160.04	39.14	48.17	
118.00	236.27	161.81	39.47	48.58	
119.00	234.74	164.72	39.75	48.92	
120.00	234.55	171.82	38.00	47.00	
121.00	237.16	174.85	38.71	47.87	
122.00	240.73	176.24	38.84	48.03	
123.00	240.73	176.24	38.84	48.03	
124.00	252.59	168.06	38.76	47.94	
125.00	260.33	158.92	39.00	47.00	
126.00	269.56	150.06	40.48	48.78	
127.00	278.53	143.62	41.48	49.99	
128.00	286.35	140.32	42.06	50.69	
129.00	292.58	138.90	42.67	51.42	
130.00	298.61	138.70	43.00	52.00	
131.00	304.86	140.73	44.76	54.13	
132.00	310.56	143.91	44.38	53.67	
133.00	315.20	148.71	44.35	53.63	
134.00	318.94	155.94	44.36	53.64	
135.00	321.75	166.07	44.00	53.00	
136.00	323.66	176.14	44.38	53.46	
137.00	323.38	183.55	44.19	53.23	
138.00	321.63	188.02	44.15	53.18	
139.00	318.99	189.60	44.09	53.11	
140.00	315.48	187.90	45.00	53.00	
141.00	310.61	183.73	44.99	52.99	
142.00	305.34	176.67	44.78	52.74	
143.00	299.82	167.82	44.66	52.60	
144.00	294.81	158.13	44.55	52.47	
145.00	293.14	150.40	43.00	51.00	
146.00	287.92	143.96	42.83	50.79	
147.00	283.88	140.16	42.86	50.83	
148.00	280.13	139.35	42.86	50.83	
149.00	276.87	140.87	42.70	50.64	
150.00	274.35	145.62	42.00	49.00	
151.00	271.85	151.43	41.33	48.22	
152.00	270.39	158.38	41.17	48.04	
153.00	269.84	166.07	40.91	47.73	
154.00	269.07	171.92	40.60	47.37	
155.00	267.26	174.40	41.00	47.00	
156.00	264.94	173.97	40.24	46.13	
157.00	262.85	172.46	40.60	46.54	
158.00	262.85	172.46	40.60	46.54	
159.00	259.96	166.43	40.56	46.50	
160.00	256.99	162.15	40.00	46.00	
161.00	254.41	158.14	39.62	45.56	
162.00	252.96	155.31	39.64	45.59	
163.00	253.32	154.00	39.42	45.33	
164.00	255.52	154.24	39.17	45.05	
165.00	258.45	156.79	40.00	45.00	
166.00	259.62	160.62	39.65	44.61	
167.00	260.34	165.74	39.73	44.69	
168.00	261.22	172.14	39.68	44.64	
169.00	262.28	179.35	39.62	44.58	
170.00	263.52	186.51	39.00	44.00	
171.00	264.55	192.44	38.64	43.60	
172.00	265.43	194.97	38.63	43.58	
173.00	265.31	192.15	38.56	43.50	
174.00	264.18	184.58	38.69	43.65	
175.00	263.99	177.19	39.00	44.00	
176.00	264.74	170.55	39.20	44.22	
177.00	266.72	166.41	39.36	44.41	
178.00	269.72	164.22	39.66	44.75	
179.00	273.66	162.87	40.03	45.16	
180.00	279.55	162.48	41.00	47.00	
181.00	287.11	162.35	41.85	47.98	
182.00	294.35	164.02	42.03	48.18	
183.00	301.01	166.96	42.32	48.52	
184.00	305.86	169.99	42.94	49.22	
185.00	308.30	171.03	44.00	50.00	
186.00	308.99	170.29	45.02	51.15	
187.00	308.08	169.62	44.81	50.92	
188.00	304.90	169.37	44.78	50.89	
189.00	299.86	170.17	44.96	51.09	
190.00	295.28	173.57	45.00	51.00	
191.00	292.15	178.98	45.47	51.54	
192.00	289.94	185.95	45.30	51.34	
193.00	287.94	193.82	45.07	51.08	
194.00	283.51	201.54	45.01	51.01	
195.00	275.04	206.94	46.00	53.00	
196.00	266.88	209.19	45.94	52.93	
197.00	258.56	206.04	45.81	52.79	
198.00	252.99	198.05	45.81	52.78	
199.00	252.62	187.05	45.67	52.62	
200.00	255.82	177.20	45.00	53.00	
201.00	260.51	170.15	44.64	52.58	
202.00	267.04	166.40	44.70	52.65	
203.00	274.74	166.10	44.82	52.78	
204.00	281.43	167.81	45.04	53.05	
205.00	296.87	174.31	44.00	53.00	
206.00	303.99	181.08	44.03	53.04	
207.00	310.03	189.30	44.28	53.34	
208.00	313.10	196.15	44.56	53.68	
209.00	313.75	201.44	44.46	53.56	
210.00	310.32	203.62	45.00	53.00	
211.00	304.46	202.58	45.38	53.45	
212.00	296.15	198.15	45.41	53.49	
213.00	286.49	192.46	45.30	53.36	
214.00	274.92	187.96	44.89	52.88	
215.00	265.26	183.44	43.00	51.00	
216.00	258.07	182.07	42.63	50.56	
217.00	254.09	182.43	42.49	50.40	
218.00	252.86	184.08	42.62	50.55	
219.00	253.84	185.83	42.72	50.67	
220.00	259.51	186.94	40.00	47.00	
221.00	263.87	184.49	40.17	47.20	
222.00	271.66	179.68	40.25	47.29	
223.00	281.14	174.41	40.04	47.05	
224.00	281.14	174.41	40.04	47.05	
225.00	292.81	175.49	39.00	47.00	
226.00	296.12	178.18	37.89	45.67	
227.00	296.90	181.02	37.26	44.90	
228.00	296.44	184.07	37.04	44.64	
229.00	293.91	185.04	38.04	45.85	
230.00	289.11	183.66	41.00	49.00	
231.00	284.23	182.74	40.91	48.89	
232.00	277.89	178.54	40.49	48.39	
233.00	270.89	170.34	40.31	48.18	
234.00	264.96	161.95	40.35	48.22	
235.00	262.26	156.33	39.00	47.00	
236.00	256.85	152.34	38.12	45.94	
237.00	253.20	151.49	37.62	45.33	
238.00	250.14	152.60	37.05	44.65	
239.00	247.31	155.08	36.55	44.05	
240.00	244.36	158.44	35.00	42.00	
241.00	240.49	162.08	33.12	39.74	
242.00	237.02	167.81	33.33	40.00	
243.00	235.83	172.86	33.76	40.52	
244.00	237.27	174.62	33.95	40.74	
245.00	240.00	173.34	34.00	41.00	
246.00	243.31	169.12	33.67	40.61	
247.00	247.26	162.91	33.75	40.70	
248.00	251.45	157.22	33.86	40.84	
249.00	257.10	153.06	33.82	40.78	
250.00	264.80	151.83	32.00	39.00	
251.00	270.78	150.50	31.96	38.95	
252.00	276.49	150.08	32.17	39.21	
253.00	280.95	149.78	32.57	39.70	
254.00	283.28	149.87	32.88	40.07	
255.00	283.78	150.96	33.00	40.00	
256.00	282.38	153.42	33.06	40.07	
257.00	278.66	154.44	32.48	39.37	
258.00	273.01	151.78	32.17	38.99	
259.00	266.41	146.15	32.02	38.82	
260.00	263.57	138.83	31.00	38.00	
261.00	258.20	133.46	30.79	37.75	
262.00	251.67	129.50	30.66	37.59	
263.00	241.98	127.00	30.55	37.45	
264.00	229.57	129.95	30.23	37.05	
265.00	212.76	139.20	30.00	37.00	
266.00	194.79	148.13	29.99	36.99	
267.00	179.79	159.29	30.39	37.48	
268.00	168.31	173.90	30.87	38.07	
269.00	161.24	186.85	31.43	38.77	
270.00	164.26	194.46	32.00	39.00	
271.00	165.33	200.94	32.67	39.82	
272.00	166.30	204.48	32.54	39.65	
273.00	167.57	201.13	32.51	39.63	
274.00	169.34	194.20	32.65	39.79	
275.00	170.98	189.24	32.00	40.00	
276.00	174.36	181.92	32.41	40.52	
277.00	180.15	176.52	32.62	40.78	
278.00	185.08	174.41	33.09	41.36	
279.00	189.59	176.12	33.60	42.00	
280.00	194.62	181.04	36.00	46.00	
281.00	198.40	186.32	37.47	47.88	
282.00	200.70	192.01	37.25	47.60	
283.00	201.77	198.03	37.04	47.32	
284.00	204.34	203.42	36.94	47.20	
285.00	209.65	208.16	37.00	47.00	
286.00	211.55	213.64	37.35	47.44	
287.00	206.76	218.48	37.24	47.31	
288.00	200.43	220.96	37.28	47.36	
289.00	200.43	220.96	37.28	47.36	
290.00	197.20	211.14	38.00	48.00	
291.00	197.55	205.69	38.36	48.46	
292.00	197.29	202.97	38.23	48.29	
293.00	197.29	202.97	38.23	48.29	
294.00	199.17	204.53	38.20	48.25	
295.00	203.82	208.39	37.00	47.00	
296.00	202.12	212.47	37.04	47.06	
297.00	201.51	217.66	37.02	47.03	
298.00	201.47	221.52	36.99	46.99	
299.00	201.00	222.34	36.92	46.89	
300.00	200.29	218.82	37.00	47.00	
301.00	199.56	212.62	36.74	46.67	
302.00	200.18	204.99	36.72	46.64	
303.00	200.97	198.44	36.81	46.76	
304.00	200.76	194.20	36.85	46.81	
305.00	199.34	192.33	37.00	47.00	
306.00	197.51	191.78	36.87	46.84	
307.00	197.34	192.48	36.74	46.67	
308.00	197.89	194.52	36.64	46.54	
309.00	197.91	198.33	36.62	46.52	
310.00	197.27	203.01	38.00	47.00	
311.00	196.91	206.78	37.90	46.88	
312.00	196.92	206.55	37.95	46.93	
313.00	198.26	202.31	38.08	47.10	
314.00	199.97	197.16	38.15	47.19	
315.00	200.99	194.14	38.00	47.00	
316.00	201.40	192.84	37.98	46.97	
317.00	201.52	192.70	37.86	46.83	
318.00	201.28	194.45	37.70	46.63	
319.00	200.55	197.64	37.45	46.32	
320.00	201.11	201.94	37.00	46.00	
321.00	202.12	206.96	36.55	45.44	
322.00	202.11	213.14	36.53	45.42	
323.00	199.89	219.57	36.55	45.44	
324.00	197.35	223.72	36.62	45.53	
325.00	198.99	221.26	37.00	46.00	
326.00	200.68	217.11	36.55	45.44	
327.00	200.36	210.44	36.37	45.21	
328.00	197.58	202.45	36.29	45.12	
329.00	194.72	195.09	36.21	45.01	
330.00	191.39	191.08	34.00	42.00	
331.00	184.46	187.45	33.58	41.49	
332.00	178.52	185.67	33.91	41.89	
333.00	176.78	184.36	34.04	42.05	
334.00	176.97	184.85	34.01	42.02	
335.00	173.88	188.83	34.00	42.00	
336.00	168.84	195.46	34.02	42.02	
337.00	166.25	202.58	34.14	42.17	
338.00	166.29	208.13	34.21	42.26	
339.00	166.88	212.07	34.09	42.11	
340.00	167.70	213.27	34.00	42.00	
341.00	170.40	210.12	33.97	41.96	
342.00	172.66	206.70	34.07	42.09	
343.00	173.23	205.28	34.16	42.20	
344.00	173.23	205.28	34.16	42.20	
345.00	180.22	207.44	34.00	42.00	
346.00	186.01	209.39	34.23	42.29	
347.00	190.52	213.84	34.47	42.59	
348.00	196.91	219.18	34.54	42.67	
349.00	207.16	223.81	34.50	42.62	
350.00	219.08	227.61	35.00	42.00	
351.00	229.15	230.68	35.23	42.27	
352.00	239.48	227.38	35.06	42.07	
353.00	250.70	217.33	35.07	42.08	
354.00	258.54	204.97	35.35	42.42	
355.00	265.30	195.46	36.00	43.00	
356.00	274.00	189.37	36.27	43.33	
357.00	282.74	185.52	36.28	43.34	
358.00	290.15	183.72	36.58	43.69	
359.00	294.10	185.05	36.88	44.05	
360.00	294.11	189.43	37.00	45.00	
361.00	292.17	195.23	37.56	45.68	
362.00	289.16	203.17	37.28	45.34	
363.00	284.95	213.80	37.14	45.17	
364.00	278.12	222.22	37.14	45.16	
365.00	268.12	226.59	37.00	45.00	
366.00	254.16	229.45	37.03	45.03	
367.00	238.64	230.66	37.04	45.05	
368.00	221.07	231.71	37.16	45.20	
369.00	205.75	234.84	37.66	45.80	
370.00	195.28	237.93	38.00	46.00	
371.00	188.74	240.05	38.81	46.98	
372.00	183.24	241.38	38.51	46.62	
373.00	174.62	242.02	38.12	46.15	
374.00	162.10	237.66	38.20	46.24	
375.00	154.45	226.39	39.00	47.00	
376.00	152.58	215.17	39.17	47.21	
377.00	156.81	201.78	39.15	47.19	
378.00	166.18	191.18	39.17	47.20	
379.00	177.70	187.41	39.25	47.30	
380.00	187.30	191.51	40.00	47.00	
381.00	197.69	196.50	40.08	47.10	
382.00	209.63	204.59	40.10	47.11	
383.00	222.70	216.02	40.12	47.14	
384.00	236.26	228.55	40.23	47.27	
385.00	250.86	240.53	40.00	47.00	
386.00	265.00	248.40	40.36	47.42	
387.00	277.52	251.96	40.22	47.26	
388.00	288.71	251.68	39.92	46.90	
389.00	301.97	248.38	39.49	46.40	
390.00	315.35	243.04	40.00	46.00	
391.00	329.57	237.60	39.08	44.94	
392.00	344.31	233.78	39.02	44.87	
393.00	356.57	230.95	39.07	44.93	
394.00	366.30	230.01	38.99	44.84	
395.00	371.54	229.96	38.00	45.00	
396.00	372.44	231.15	37.02	43.84	
397.00	369.17	233.76	36.79	43.56	
398.00	359.83	236.74	36.46	43.17	
399.00	344.82	242.11	36.06	42.70	
400.00	325.40	250.23	36.00	42.00	
401.00	304.11	255.91	35.81	41.78	
402.00	284.22	259.61	36.09	42.11	
403.00	265.54	259.07	36.17	42.20	
404.00	249.44	253.61	36.05	42.06	
405.00	234.36	246.02	36.00	42.00	
406.00	218.93	241.07	35.89	41.87	
407.00	205.67	235.73	36.14	42.16	
408.00	197.04	229.99	36.28	42.33	
409.00	193.10	224.31	36.57	42.67	
410.00	192.55	219.42	36.00	43.00	
411.00	194.67	218.10	36.30	43.36	
412.00	198.28	217.53	36.11	43.13	
413.00	204.84	217.48	35.94	42.92	
414.00	211.34	218.31	35.86	42.84	
415.00	220.39	221.10	34.00	41.00	
416.00	232.58	218.52	33.53	40.43	
417.00	247.88	213.04	33.39	40.27	
418.00	259.62	205.54	33.77	40.72	
419.00	267.37	198.12	34.14	41.17	
420.00	274.32	195.76	34.00	41.00	
421.00	283.96	190.80	34.69	41.84	
422.00	291.47	188.87	35.06	42.27	
423.00	297.21	191.04	35.41	42.70	
424.00	304.48	196.00	35.41	42.70	
425.00	312.41	202.98	36.00	43.00	
426.00	319.25	212.89	36.07	43.08	
427.00	325.33	223.51	36.29	43.35	
428.00	331.46	233.34	36.60	43.72	
429.00	336.87	240.12	36.99	44.18	
430.00	340.72	242.41	37.00	45.00	
431.00	344.17	239.70	37.63	45.77	
432.00	348.56	233.08	37.65	45.79	
433.00	351.15	225.27	37.97	46.18	
434.00	349.86	218.65	38.20	46.47	
435.00	346.81	214.44	39.00	48.00	
436.00	344.58	211.40	39.80	48.99	
437.00	338.64	209.36	39.68	48.84	
438.00	331.51	209.28	39.66	48.81	
439.00	323.06	212.09	39.69	48.85	
440.00	312.46	217.14	40.00	49.00	
441.00	300.95	225.49	40.26	49.32	
442.00	289.85	235.30	40.19	49.23	
443.00	277.80	242.01	40.25	49.30	
444.00	264.16	242.18	40.59	49.73	
445.00	251.36	236.95	41.00	50.00	
446.00	239.08	231.04	41.88	51.07	
447.00	228.35	224.99	41.70	50.86	
448.00	218.86	219.58	41.49	50.59	
449.00	207.84	215.34	41.27	50.33	
450.00	197.38	212.92	41.00	50.00	
451.00	188.71	211.45	40.72	49.66	
452.00	181.59	210.19	40.43	49.30	
453.00	176.48	210.00	40.32	49.18	
454.00	176.48	210.00	40.32	49.18	
455.00	176.10	205.06	40.00	49.00	
456.00	180.88	197.34	39.91	48.88	
457.00	188.45	187.84	40.22	49.27	
458.00	200.21	177.81	40.58	49.70	
459.00	215.65	172.08	40.62	49.76	
460.00	230.43	170.87	41.00	50.00	
461.00	244.91	172.39	41.31	50.38	
462.00	257.48	177.14	41.36	50.44	
463.00	266.98	182.91	41.57	50.69	
464.00	273.47	188.08	42.07	51.30	
465.00	278.56	195.29	42.00	52.00	
466.00	281.74	201.52	42.27	52.34	
467.00	282.78	205.37	41.58	51.48	
468.00	281.38	204.71	41.28	51.11	
469.00	278.89	199.36	41.03	50.81	
470.00	274.37	189.99	40.00	49.00	
471.00	271.17	181.18	38.27	46.88	
472.00	269.15	174.07	37.39	45.80	
473.00	265.57	170.42	36.17	44.31	
474.00	260.58	169.64	35.64	43.65	
475.00	257.43	174.10	35.00	43.00	
476.00	255.78	177.45	33.15	40.73	
477.00	255.90	181.99	33.69	41.39	
478.00	259.22	187.26	34.02	41.80	
479.00	264.68	194.33	33.96	41.72	
480.00	276.09	202.10	36.00	44.00	
481.00	277.54	209.90	35.66	43.59	
482.00	279.98	213.40	35.59	43.49	
483.00	281.77	210.96	35.36	43.22	
484.00	284.79	202.97	35.13	42.94	
485.00	289.08	190.09	35.00	43.00	
486.00	291.97	177.22	34.97	42.97	
487.00	292.69	167.40	35.35	43.42	
488.00	290.90	158.37	35.95	44.17	
489.00	288.39	150.64	36.17	44.44	
490.00	289.19	142.53	38.00	45.00	
491.00	287.98	137.61	39.38	46.64	
492.00	284.10	136.31	39.55	46.84	
493.00	278.11	138.01	39.73	47.05	
494.00	271.19	140.79	39.88	47.23	
495.00	262.58	142.36	37.00	45.00	
496.00	255.86	144.17	39.24	47.73	
497.00	250.89	147.84	38.78	47.16	
498.00	247.38	152.00	38.10	46.34	
499.00	242.26	157.38	37.53	45.65	
500.00	235.31	163.98	37.00	45.00	
501.00	227.48	170.98	37.25	45.30	
502.00	220.90	178.91	37.43	45.52	
503.00	215.34	186.02	37.68	45.82	
504.00	212.39	192.45	37.96	46.16	
505.00	212.30	197.44	38.00	46.00	
506.00	211.59	198.63	38.59	46.71	
507.00	214.17	195.19	38.32	46.39	
508.00	221.20	186.19	38.37	46.44	
509.00	230.81	173.07	38.73	46.88	
510.00	237.57	157.27	40.00	49.00	
511.00	239.63	144.86	41.39	50.70	
512.00	237.91	134.21	42.01	51.46	
513.00	235.99	125.37	42.43	51.98	
514.00	236.23	120.00	42.90	52.55	
515.00	236.99	119.23	46.00	56.00	
516.00	236.13	121.09	47.61	57.96	
517.00	233.52	125.96	47.02	57.24	
518.00	229.55	133.39	46.77	56.93	
519.00	228.31	143.18	46.52	56.63	
520.00	229.68	153.66	46.30	56.36	
521.00	232.06	165.24	46.11	56.13	
522.00	234.63	176.63	45.59	55.50	
523.00	236.58	184.46	44.82	54.56	
524.00	236.94	187.75	44.30	53.92	
525.00	234.83	187.57	44.03	53.61	
526.00	229.33	184.36	44.00	54.00	
527.00	221.99	177.55	42.78	52.50	
