1.00	50.00	52.00	87.00	290.00	
2.00	52.60	52.28	86.92	289.72	
3.00	55.73	52.29	86.78	289.27	
4.00	58.91	52.51	86.57	288.57	
5.00	62.06	53.11	86.00	285.00	
6.00	65.23	53.71	85.38	282.94	
7.00	68.33	54.33	85.25	282.51	
8.00	71.44	54.84	85.07	281.90	
9.00	74.67	55.33	84.83	281.13	
10.00	78.03	55.94	84.00	278.00	
11.00	81.29	56.69	83.14	275.17	
12.00	84.56	57.34	83.14	275.16	
13.00	87.75	57.97	83.00	274.70	
14.00	90.83	58.37	82.86	274.21	
15.00	93.79	58.90	82.00	272.00	
16.00	97.01	59.60	81.29	269.64	
17.00	100.06	60.33	81.30	269.69	
18.00	103.00	60.98	81.20	269.36	
19.00	105.86	61.71	81.03	268.77	
20.00	108.76	62.44	80.00	267.00	
21.00	111.91	62.72	79.32	264.73	
22.00	114.95	63.43	79.27	264.55	
23.00	117.87	64.24	79.08	263.94	
24.00	120.76	64.99	78.86	263.19	
25.00	123.50	65.25	78.00	261.00	
26.00	126.73	65.48	77.21	258.35	
27.00	129.59	65.89	77.25	258.50	
28.00	132.22	66.29	77.19	258.28	
29.00	134.74	66.76	77.05	257.83	
30.00	137.25	67.17	77.00	257.00	
31.00	139.66	67.46	76.32	254.73	
32.00	142.16	67.59	76.35	254.84	
33.00	144.72	67.73	76.30	254.67	
34.00	147.22	67.73	76.25	254.49	
35.00	149.71	67.57	76.00	253.00	
36.00	152.44	67.88	75.57	251.56	
37.00	155.23	68.30	75.56	251.55	
38.00	157.96	68.82	75.40	251.00	
39.00	160.57	69.39	75.14	250.15	
40.00	163.03	69.92	75.00	249.00	
41.00	165.38	70.38	74.35	246.83	
42.00	167.80	70.76	74.33	246.79	
43.00	170.01	71.05	74.25	246.50	
44.00	172.07	71.39	74.08	245.95	
45.00	173.92	71.81	74.00	245.00	
46.00	175.93	72.24	73.33	242.78	
47.00	178.02	72.59	73.32	242.74	
48.00	180.10	72.96	73.17	242.26	
49.00	182.09	73.22	72.99	241.64	
50.00	184.03	73.37	72.00	240.00	
51.00	186.18	73.43	71.28	237.59	
52.00	188.36	73.67	71.29	237.62	
53.00	190.56	74.16	71.14	237.12	
54.00	192.75	74.66	70.91	236.37	
55.00	194.92	75.07	70.66	235.54	
56.00	197.02	75.46	70.38	234.60	
57.00	199.07	75.86	70.10	233.67	
58.00	201.08	76.13	69.82	232.72	
59.00	202.99	76.32	69.56	231.87	
60.00	204.94	76.59	69.31	231.02	
61.00	206.91	76.94	69.07	230.22	
62.00	208.83	77.25	68.83	229.44	
63.00	210.69	77.58	68.61	228.72	
64.00	212.53	78.10	68.37	227.91	
65.00	214.34	78.55	68.14	227.13	
66.00	215.87	78.96	67.88	226.26	
67.00	217.62	79.27	67.62	225.39	
68.00	219.47	79.42	67.38	224.59	
69.00	220.85	80.00	67.15	223.82	
70.00	221.30	80.20	66.93	223.09	
71.00	222.47	80.53	66.69	222.31	
72.00	224.94	80.75	66.46	221.54	
73.00	226.69	80.95	66.22	220.73	
74.00	227.08	80.81	66.00	220.00	
75.00	228.22	80.82	65.82	219.40	
76.00	229.45	80.69	65.64	218.81	
77.00	231.93	80.70	65.48	218.27	
78.00	233.70	80.57	65.34	217.79	
79.00	235.61	80.34	65.21	217.38	
80.00	236.09	79.95	65.12	217.06	
81.00	237.27	79.59	65.03	216.78	
82.00	237.23	79.35	64.97	216.56	
83.00	239.42	79.30	64.89	216.30	
84.00	240.59	79.31	64.82	216.05	
85.00	242.18	79.22	64.75	215.84	
86.00	243.45	79.10	64.70	215.66	
87.00	244.40	78.90	64.66	215.52	
88.00	245.33	78.87	64.61	215.37	
89.00	245.04	77.90	64.58	215.27	
90.00	245.91	77.32	64.55	215.16	
91.00	247.07	77.31	64.50	215.00	
92.00	248.29	77.51	64.44	214.79	
93.00	249.35	78.60	64.38	214.60	
94.00	250.39	79.24	64.33	214.42	
95.00	251.37	79.45	64.27	214.24	
96.00	252.38	79.48	64.21	214.05	
97.00	253.37	79.49	64.15	213.82	
98.00	254.44	79.59	64.07	213.57	
99.00	255.47	79.73	63.98	213.27	
100.00	256.55	79.83	63.89	212.98	
101.00	258.14	79.87	63.81	212.69	
102.00	259.45	79.93	63.71	212.38	
